NAME|CITY|LAND|Region|Updated
AvP Hünxe GmbH|Hünxe|GERMANY|Europe|10/08/2015
AvP Nord GmbH|Steinhöfel b Fürstenwalde, Spree|GERMANY|Europe|10/08/2015
AvP Ost GmbH|Weißenfels, Saale|GERMANY|Europe|10/08/2015
AvP Süd GmbH|München|GERMANY|Europe|10/08/2015
AvP West GmbH|Düsseldorf|GERMANY|Europe|10/08/2015
AVU Aktiengesellschaft für Versorgungs-Unternehmen|Gevelsberg|GERMANY|Europe|10/08/2015
AWG Leasing GmbH|Paderborn|GERMANY|Europe|10/08/2015
AWRT Consult GmbH|Elchingen, Donau|GERMANY|Europe|10/08/2015
AXA ART Versicherung AG|Köln|GERMANY|Europe|10/08/2015
AXA Bank AG|Köln|GERMANY|Europe|10/08/2015
AXA Corporate Solutions Deutschland, Niederlassung der AXA Corporate Solutions Assurance S.A.|Köln|GERMANY|Europe|10/08/2015
AXA easy Versicherung AG|Köln|GERMANY|Europe|10/08/2015
AXA Investment Managers Deutschland GmbH|Köln|GERMANY|Europe|10/08/2015
AXA Krankenversicherung Aktiengesellschaft|Köln|GERMANY|Europe|10/08/2015
AXA Lebensversicherung Aktiengesellschaft|Köln|GERMANY|Europe|10/08/2015
AXA Versicherung Aktiengesellschaft|Köln|GERMANY|Europe|10/08/2015
AXERIA PREVOYANCE Niederlassung für Deutschland|Haar|GERMANY|Europe|10/08/2015
AXON LEASING AG|Grasbrunn|GERMANY|Europe|10/08/2015
azh Abrechnungs- und IT-Dienstleistungszentrum für Heilberufe GmbH|Aschheim|GERMANY|Europe|10/08/2015
B&K Vermögen GmbH|Köln|GERMANY|Europe|10/08/2015
B+S Card Service GmbH|Frankfurt am Main|GERMANY|Europe|10/08/2015
B. Metzler seel. Sohn & Co. Kommanditgesellschaft auf Aktien|Frankfurt am Main|GERMANY|Europe|10/08/2015
Baader & Heins Capital Management AG|Unterschleißheim|GERMANY|Europe|10/08/2015
Baader Bank Aktiengesellschaft|Unterschleißheim|GERMANY|Europe|10/08/2015
Babcock Pensionskasse VVaG|Oberhausen, Rheinl|GERMANY|Europe|10/08/2015
BABY-PLUS Ein- und Verkaufsgenossenschaft eG|Würzburg|GERMANY|Europe|10/08/2015
BACK EUROP Deutschland GmbH & Co. KG|Elsdorf, Rheinl|GERMANY|Europe|10/08/2015
Bad Honnef AG|Bad Honnef|GERMANY|Europe|10/08/2015
Baden-Badener Pensionskasse VVaG|Baden-Baden|GERMANY|Europe|10/08/2015
Baden-Badener Versicherung Aktiengesellschaft|St. Ingbert|GERMANY|Europe|10/08/2015
Badische Allgemeine Versicherung Aktiengesellschaft|Karlsruhe|GERMANY|Europe|10/08/2015
Badische Rechtsschutzversicherung Aktiengesellschaft|Karlsruhe|GERMANY|Europe|10/08/2015
Badischer Gemeinde-Versicherungs-Verband|Karlsruhe|GERMANY|Europe|10/08/2015
BAG Bankaktiengesellschaft|Hamm, Westf|GERMANY|Europe|10/08/2015
BAL Global Finance (Deutschland) GmbH|Düsseldorf|GERMANY|Europe|10/08/2015
Banca Monte dei Paschi di Siena S.p.A. Repräsentanz Frankfurt am Main|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banco Bilbao Vizcaya Argentaria, S.A., Niederlassung Deutschland|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banco BPI, S.A. Repräsentanz|Hamburg|GERMANY|Europe|10/08/2015
Banco do Brasil Aktiengesellschaft Zweigniederlassung Frankfurt|Frankfurt|GERMANY|Europe|10/08/2015
Banco do Brasil S.A. Zweigniederlassung Frankfurt/Main|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banco Espirito Santo S.A. Repräsentanz|Köln|GERMANY|Europe|10/08/2015
Banco Itaú S.A. Repräsentanz Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banco Pastor Repräsentanz|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banco Santander Totta S.A., Repräsentanz|Köln|GERMANY|Europe|10/08/2015
Banco Santander, S.A., Filiale Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank 1 Saar eG|Saarbrücken|GERMANY|Europe|10/08/2015
Bank Deutsches Kraftfahrzeuggewerbe GmbH|Hamburg|GERMANY|Europe|10/08/2015
Bank für Kirche und Caritas eG|Paderborn|GERMANY|Europe|10/08/2015
Bank für Kirche und Diakonie eG - KD-Bank|Dortmund|GERMANY|Europe|10/08/2015
Bank für Sozialwirtschaft Aktiengesellschaft|Köln|GERMANY|Europe|10/08/2015
Bank für Tirol und Vorarlberg AG, Zweigniederlassung Deutschland|Memmingen|GERMANY|Europe|10/08/2015
BANK IM BISTUM ESSEN eG|Essen, Ruhr|GERMANY|Europe|10/08/2015
Bank J. Safra Sarasin (Deutschland) AG|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank Julius Bär Europe AG|Frankfurt am Main|GERMANY|Europe|10/08/2015
BANK MELLI IRAN|Hamburg|GERMANY|Europe|10/08/2015
Bank of America, National Association Frankfurt Branch/ Filiale Frankfurt am Main|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank of Beirut (UK) Ltd., Niederlassung Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
BANK OF CHINA LIMITED Zweigniederlassung Frankfurt am Main Frankfurt Branch|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank of Communications Co., Ltd. Frankfurt branch|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank of Ireland, Niederlassung Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank of Scotland - Niederlassung Berlin|Berlin|GERMANY|Europe|10/08/2015
Bank of Tokyo-Mitsubishi UFJ, Ltd. Berlin Representative Office|Berlin|GERMANY|Europe|10/08/2015
Bank Saderat Iran Zweigniederlassung Hamburg|Hamburg|GERMANY|Europe|10/08/2015
Bank Schilling & Co Aktiengesellschaft|Hammelburg|GERMANY|Europe|10/08/2015
Bank Sepah-Iran, Filiale Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bank Vontobel Europe AG|München|GERMANY|Europe|10/08/2015
Bank11 für Privatkunden und Handel GmbH|Neuss|GERMANY|Europe|10/08/2015
Bank11direkt GmbH|Neuss|GERMANY|Europe|10/08/2015
Bankhaus Anton Hafner KG|Augsburg, Bay|GERMANY|Europe|10/08/2015
Bankhaus August Lenz & Co. Aktiengesellschaft|München|GERMANY|Europe|10/08/2015
Bankhaus Bauer Aktiengesellschaft|Stuttgart|GERMANY|Europe|10/08/2015
Bankhaus C.L. Seeliger|Wolfenbüttel, Niedersachs|GERMANY|Europe|10/08/2015
Bankhaus Carl F. Plump & CO AG|Bremen|GERMANY|Europe|10/08/2015
Bankhaus E. Mayer Aktiengesellschaft|Freiburg im Breisgau|GERMANY|Europe|10/08/2015
Bankhaus Ellwanger & Geiger KG|Stuttgart|GERMANY|Europe|10/08/2015
Bankhaus Gebr. Martin Aktiengesellschaft|Göppingen|GERMANY|Europe|10/08/2015
Bankhaus Hallbaum AG|Hannover|GERMANY|Europe|10/08/2015
Bankhaus Herzogpark AG|München|GERMANY|Europe|10/08/2015
Bankhaus J. Faißt oHG|Wolfach|GERMANY|Europe|10/08/2015
Bankhaus Lampe KG|Bielefeld|GERMANY|Europe|10/08/2015
Bankhaus Ludwig Sperrer KG|Freising, Oberbay|GERMANY|Europe|10/08/2015
Bankhaus Löbbecke AG|Berlin|GERMANY|Europe|10/08/2015
Bankhaus Max Flessa KG|Schweinfurt|GERMANY|Europe|10/08/2015
Bankhaus Neelmeyer Aktiengesellschaft|Bremen|GERMANY|Europe|10/08/2015
Bankhaus Rautenschlein GmbH|Schöningen|GERMANY|Europe|10/08/2015
Bankhaus Scheich Wertpapierspezialist GmbH|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bankhaus von der Heydt GmbH & Co. KG|München|GERMANY|Europe|10/08/2015
Bankhaus Werhahn GmbH|Neuss|GERMANY|Europe|10/08/2015
Bankhaus Wölbern & Co. (AG & Co. KG)|Hamburg|GERMANY|Europe|10/08/2015
Bankverein Bebra eG|Bebra|GERMANY|Europe|10/08/2015
BANQUE CHAABI DU MAROC Niederlassung Deutschland, Agentur Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banque CIC Est Repräsentanz (CIC-Gruppe)|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banque Européenne du Crédit Mutuel SAS Niederlassung Deutschland|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banque PSA Finance S.A. Niederlassung Deutschland|Neu-Isenburg|GERMANY|Europe|10/08/2015
Banque Regionale de l'Ouest Repräsentanz (CIC-Gruppe)|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banque Scalbert-Dupont Repräsentanz (CIC-Gruppe)|Frankfurt am Main|GERMANY|Europe|10/08/2015
Banque Transatlantique Repräsentanz (CIC-Gruppe)|Frankfurt am Main|GERMANY|Europe|10/08/2015
Barclays Bank PLC Frankfurt Branch|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bardusch AG Vermögensmanagement|Ettlingen|GERMANY|Europe|10/08/2015
Barmenia Allgemeine Versicherungs-Aktiengesellschaft|Wuppertal|GERMANY|Europe|10/08/2015
Barmenia Krankenversicherung a.G.|Wuppertal|GERMANY|Europe|10/08/2015
Barmenia Lebensversicherung a.G.|Wuppertal|GERMANY|Europe|10/08/2015
BASF Pensionskasse VVaG|Ludwigshafen|GERMANY|Europe|10/08/2015
BASF Sterbekasse VVaG|Ludwigshafen|GERMANY|Europe|10/08/2015
Basler  Lebensversicherungs-Aktiengesellschaft|Hamburg|GERMANY|Europe|10/08/2015
Basler Leben AG Direktion für Deutschland|Bad Homburg v. d. Höhe|GERMANY|Europe|10/08/2015
Basler Sachversicherungs-Aktiengesellschaft|Bad Homburg v. d. Höhe|GERMANY|Europe|10/08/2015
Basler Versicherung AG Direktion für Deutschland|Bad Homburg|GERMANY|Europe|10/08/2015
Bau- und Sparverein Geislingen eG|Geislingen an der Steige|GERMANY|Europe|10/08/2015
Bau- und Sparverein Göppingen eG|Göppingen|GERMANY|Europe|10/08/2015
"Baugenossenschaft ""Wiederaufbau"" eG"|Braunschweig|GERMANY|Europe|10/08/2015
Baugenossenschaft Esslingen eG|Esslingen am Neckar|GERMANY|Europe|10/08/2015
Baugenossenschaft Freie Scholle, eingetragene Genossenschaft|Bielefeld|GERMANY|Europe|10/08/2015
Baugenossenschaft Haltingen-Weil e.G.|Weil am Rhein|GERMANY|Europe|10/08/2015
Baugenossenschaft Münchberg eG|Münchberg, Oberfr|GERMANY|Europe|10/08/2015
Baugenossenschaft Spar- und Bauverein 1895 Mannheim e.G.|Mannheim|GERMANY|Europe|10/08/2015
Baumeister & Borndörfer Finanzberatung GmbH & Co. KG|Augsburg, Bay|GERMANY|Europe|10/08/2015
Bausparkasse Mainz Aktiengesellschaft|Mainz a Rhein|GERMANY|Europe|10/08/2015
Bausparkasse Schwäbisch Hall Aktiengesellschaft, Bausparkasse der Volksbanken und Raiffeisenbanken|Schwäbisch Hall|GERMANY|Europe|10/08/2015
Bauverein Breisgau eG|Freiburg im Breisgau|GERMANY|Europe|10/08/2015
Bauverein Schweinfurt eG|Schweinfurt|GERMANY|Europe|10/08/2015
BAV Beratungsgesellschaft für betriebliche Altersvorsorge mbH|Hilden|GERMANY|Europe|10/08/2015
Bavaria Investments GmbH|Grünwald, Kr München|GERMANY|Europe|10/08/2015
BAVARIA Versicherungsverein a.G.|München|GERMANY|Europe|10/08/2015
BAY Investment GmbH|Eschborn, Taunus|GERMANY|Europe|10/08/2015
Bay Leasing, Inhaber: Thomas Bay|Gauting|GERMANY|Europe|10/08/2015
Bayer Beistandskasse|Leverkusen|GERMANY|Europe|10/08/2015
Bayer-Pensionskasse|Leverkusen|GERMANY|Europe|10/08/2015
Bayerische Beamten Lebensversicherung a.G.|München|GERMANY|Europe|10/08/2015
Bayerische Beamten Versicherung Aktiengesellschaft|München|GERMANY|Europe|10/08/2015
Bayerische Beamtenkrankenkasse Aktiengesellschaft|München|GERMANY|Europe|10/08/2015
Bayerische Bodenseebank -Raiffeisen- eingetragene Genossenschaft|Lindau (Bodensee)|GERMANY|Europe|10/08/2015
Bayerische Hausbesitzer-Versicherungs-Gesellschaft a.G.|München|GERMANY|Europe|10/08/2015
Bayerische Landesbank|München|GERMANY|Europe|10/08/2015
Bayerische Landesbrandversicherung Aktiengesellschaft|München|GERMANY|Europe|10/08/2015
Bayerische Vermögen AG, Vermögensbetreuung für private Kunden Aktiengesellschaft|Traunstein, Oberbay|GERMANY|Europe|10/08/2015
Bayerische Vermögen Asset Management GmbH|Traunstein, Oberbay|GERMANY|Europe|10/08/2015
Bayerischer Versicherungsverband Versicherungsaktiengesellschaft|München|GERMANY|Europe|10/08/2015
Bayern-Versicherung Lebensversicherung Aktiengesellschaft|München|GERMANY|Europe|10/08/2015
BayernInvest Kapitalverwaltungsgesellschaft mbH|München|GERMANY|Europe|10/08/2015
Bayernwerk AG|Regensburg|GERMANY|Europe|10/08/2015
BayWa CS GmbH|München|GERMANY|Europe|10/08/2015
BB-Wertpapier-Verwaltungsgesellschaft mbH|Augsburg, Bay|GERMANY|Europe|10/08/2015
BBB Bürgschaftsbank zu Berlin-Brandenburg GmbH|Berlin|GERMANY|Europe|10/08/2015
BBBank eG|Karlsruhe, Baden|GERMANY|Europe|10/08/2015
BD24 Berlin Direkt Versicherung AG|Berlin|GERMANY|Europe|10/08/2015
BDK Leasing und Service GmbH|Hamburg|GERMANY|Europe|10/08/2015
BE Investment-Partners GmbH|Köln|GERMANY|Europe|10/08/2015
Beamten-Wohnungs-Verein zu Hildesheim eG|Hildesheim|GERMANY|Europe|10/08/2015
Beamten-Wohnungs-Verein zu Köpenick eG|Berlin|GERMANY|Europe|10/08/2015
belk-mobil GmbH|Grafing b. München|GERMANY|Europe|10/08/2015
Bensberger Bank e.G.|Bergisch Gladbach|GERMANY|Europe|10/08/2015
BENZ AG|Stuttgart|GERMANY|Europe|10/08/2015
Beresa Automobil-Leasing GmbH|Münster, Westf|GERMANY|Europe|10/08/2015
BERGBAU-STERBEKASSE- Vorsorge-Versicherung auf Gegenseitigkeit|Herne|GERMANY|Europe|10/08/2015
Bergische Brandversicherung Allgemeine Feuerversicherung V.a.G.|Wuppertal|GERMANY|Europe|10/08/2015
Bergische Licht-,Kraft- und Wasserwerke (BELKAW) Gesellschaft mit beschränkter Haftung|Bergisch-Gladbach|GERMANY|Europe|10/08/2015
Berkheimer Bank eG|Esslingen am Neckar|GERMANY|Europe|10/08/2015
Berlin Hyp AG|Berlin|GERMANY|Europe|10/08/2015
Berliner Bau- und Wohnungsgenossenschaft von 1892 eG.|Berlin|GERMANY|Europe|10/08/2015
Berliner Volksbank eG|Berlin|GERMANY|Europe|10/08/2015
Bernhauser Bank eG|Filderstadt|GERMANY|Europe|10/08/2015
Berufsgemeinschaft der Angehörigen der Deutschen Bundesbank in Nordrhein-Westfalen e.V.|Düsseldorf|GERMANY|Europe|10/08/2015
bestadvice Vermögenstreuhand GmbH|München|GERMANY|Europe|10/08/2015
Bethmann Bank AG|Frankfurt am Main|GERMANY|Europe|10/08/2015
Betriebspensionskasse der Firma Carl Schenck AG VVaG Darmstadt|Darmstadt|GERMANY|Europe|10/08/2015
Bettenring eG|Filderstadt|GERMANY|Europe|10/08/2015
BEWIDATA Unternehmensberatung und EDV-Service GmbH|Mainz a Rhein|GERMANY|Europe|10/08/2015
Beyond Capital Partners Fund I GmbH & Co. KG|Frankfurt|GERMANY|Europe|10/08/2015
Bezirkssparkasse Reichenau|Reichenau, Baden|GERMANY|Europe|10/08/2015
BF Factoring GmbH|Oldenburg (Oldb)|GERMANY|Europe|10/08/2015
BFL Leasing GmbH|Eschborn, Taunus|GERMANY|Europe|10/08/2015
BFS Abrechnungs GmbH|Hildesheim|GERMANY|Europe|10/08/2015
BFS BETRIEBS- UND FINANZWIRTSCHAFTLICHER SERVICE GMBH|Köln|GERMANY|Europe|10/08/2015
BFS finance GmbH|Verl|GERMANY|Europe|10/08/2015
BFS health finance GmbH|Dortmund|GERMANY|Europe|10/08/2015
BfV Bank für Vermögen AG|Oberursel (Taunus)|GERMANY|Europe|10/08/2015
BfW - Bank für Wohnungswirtschaft AG|Mannheim|GERMANY|Europe|10/08/2015
BG-Leasing GmbH|Dessau-Roßlau|GERMANY|Europe|10/08/2015
BGG Bayerische Garantiegesellschaft mit beschränkter Haftung für mittelständische Beteiligungen|München|GERMANY|Europe|10/08/2015
BGL BNP Paribas, Niederlassung Deutschland|Trier|GERMANY|Europe|10/08/2015
BGV-Versicherung Aktiengesellschaft|Karlsruhe|GERMANY|Europe|10/08/2015
BHF Pension Trust e. V.|Frankfurt|GERMANY|Europe|10/08/2015
BHF Trust Management Gesellschaft für Vermögensverwaltung mbH|Frankfurt am Main|GERMANY|Europe|10/08/2015
BHF-BANK Aktiengesellschaft|Frankfurt am Main|GERMANY|Europe|10/08/2015
BHS-Leasing GmbH & Co. KG|Bingen am Rhein|GERMANY|Europe|10/08/2015
BHW Bausparkasse Aktiengesellschaft|Hameln|GERMANY|Europe|10/08/2015
Bibby Financial Services GmbH|Düsseldorf|GERMANY|Europe|10/08/2015
Biretco GmbH|Mönchengladbach|GERMANY|Europe|10/08/2015
BIRKMAYER KAPITALMARKT BROKER GmbH|Kraiburg a. Inn|GERMANY|Europe|10/08/2015
biw Bank für Investments und Wertpapiere AG|Willich|GERMANY|Europe|10/08/2015
BL Bayern-Leasing GmbH|Feldkirchen, Kr München|GERMANY|Europe|10/08/2015
BlackRock Asset Management Deutschland AG|München|GERMANY|Europe|10/08/2015
BlackRock Investment Management (UK) Limited, German Branch, Frankfurt am Main|Frankfurt am Main|GERMANY|Europe|10/08/2015
BLB Leasing GmbH|Oldenburg (Oldb)|GERMANY|Europe|10/08/2015
BLG Bizerba Leasing GmbH|Balingen|GERMANY|Europe|10/08/2015
Bliklen GmbH|Stuttgart|GERMANY|Europe|10/08/2015
BLSW Seedfonds GmbH & Co. KG|Wuppertal|GERMANY|Europe|10/08/2015
Bluhm Leasing GmbH & Co. KG|Rheinbreitbach|GERMANY|Europe|10/08/2015
BMC Leasing GmbH|Böblingen|GERMANY|Europe|10/08/2015
BMS Finanz Consulting GmbH|München|GERMANY|Europe|10/08/2015
BMW Bank GmbH|München|GERMANY|Europe|10/08/2015
BN & Partners Capital AG|Erftstadt|GERMANY|Europe|10/08/2015
BN & Partners Deutschland AG|Erftstadt|GERMANY|Europe|10/08/2015
BNP PARIBAS ASSET MANAGEMENT, Niederlassung Frankfurt|Frankfurt|GERMANY|Europe|10/08/2015
BNP Paribas Equities France S.A. Zweigniederlassung Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
BNP Paribas Factor GmbH|Düsseldorf|GERMANY|Europe|10/08/2015
BNP Paribas Fortis SA/NV Niederlassung Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
BNP Paribas Investment Partners Belgium S.A., Zweigniederlassung Deutschland|Frankfurt am Main|GERMANY|Europe|10/08/2015
BNP PARIBAS LEASE GROUP S.A. Zweigniederlassung Deutschland|Köln|GERMANY|Europe|10/08/2015
BNP Paribas Real Estate Investment Management Germany GmbH|München|GERMANY|Europe|10/08/2015
BNP Paribas S.A. Niederlassung Deutschland|Frankfurt am Main|GERMANY|Europe|10/08/2015
BNP PARIBAS Securities Services S.C.A. Zweigniederlassung Frankfurt|Frankfurt am Main|GERMANY|Europe|10/08/2015
BNY Mellon Investment Management EMEA Limited / ZNL Deutschland|Frankfurt|GERMANY|Europe|10/08/2015
BNY Mellon Service Kapitalanlage-Gesellschaft mbH|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bochumer Versicherungsverein auf Gegenseitigkeit|Bochum|GERMANY|Europe|10/08/2015
Boldt & Co. GmbH|Hamburg|GERMANY|Europe|10/08/2015
bon Leasing GmbH|Hamberge, Holst|GERMANY|Europe|10/08/2015
Bonnasse Lyonnaise de Banque Repräsentanz (CIC-Gruppe)|Frankfurt am Main|GERMANY|Europe|10/08/2015
BonVenture Management GmbH|München|GERMANY|Europe|10/08/2015
Bopfinger Bank Sechta-Ries eG|Bopfingen|GERMANY|Europe|10/08/2015
Bordesholmer Sparkasse Aktiengesellschaft|Bordesholm|GERMANY|Europe|10/08/2015
Bosch Pensionsfonds Aktiengesellschaft|Stuttgart|GERMANY|Europe|10/08/2015
BPE Unternehmensbeteiligungen G.m.b.H.|Hamburg|GERMANY|Europe|10/08/2015
BPI - Gemini Express Gesellschaft mit beschränkter Haftung|Frankfurt am Main|GERMANY|Europe|10/08/2015
BPM - Berlin Portfolio Management GmbH|Berlin|GERMANY|Europe|10/08/2015
Brainus AG|München|GERMANY|Europe|10/08/2015
Brandenburger Bank Volksbank-Raiffeisenbank eG|Brandenburg an der Havel|GERMANY|Europe|10/08/2015
Brass Carlease GmbH & Co. KG|Aschaffenburg|GERMANY|Europe|10/08/2015
brauckhoff & co. gmbh|Gelsenkirchen|GERMANY|Europe|10/08/2015
Braunschweiger Baugenossenschaft eG|Braunschweig|GERMANY|Europe|10/08/2015
Brehmer & Cie Unabhängige Vermögensberatungsgesellschaft mbH|Frankfurt am Main|GERMANY|Europe|10/08/2015
Bremer Aufbau-Bank GmbH|Bremen|GERMANY|Europe|10/08/2015
Bremer Kreditbank Aktiengesellschaft|Bremen|GERMANY|Europe|10/08/2015
Bremer Landesbank Kreditanstalt Oldenburg -Girozentrale-|Bremen|GERMANY|Europe|10/08/2015
Bremische Volksbank eG|Bremen|GERMANY|Europe|10/08/2015
brevis leasing GmbH|Neustadt an der Weinstraße|GERMANY|Europe|10/08/2015
BRIGHT Mittelstands Equity Gap Fund I GmbH & Co. KG|Frankfurt am Main|GERMANY|Europe|10/08/2015
Brilliant Vorsorge GmbH|Düsseldorf|GERMANY|Europe|10/08/2015
Brose Trust GmbH|Bamberg|GERMANY|Europe|10/08/2015
Bruderhilfe Sachversicherung AG im Raum der Kirchen|Kassel|GERMANY|Europe|10/08/2015
Bruno Willemsen Vermögensverwaltungen e.K.|Kleve, Niederrhein|GERMANY|Europe|10/08/2015
BRW AG & Co. Vermögensmanagement KG|Braunschweig|GERMANY|Europe|10/08/2015
Brühler Bank eG|Brühl, Rheinl|GERMANY|Europe|10/08/2015
BSQ Bauspar AG|Nürnberg, Mittelfr|GERMANY|Europe|10/08/2015
BTA Insurance Company SE Niederlassung Deutschland|Dieburg|GERMANY|Europe|10/08/2015
BTMU Lease (Deutschland) GmbH|Düsseldorf|GERMANY|Europe|10/08/2015
BTV Leasing Deutschland GmbH|München|GERMANY|Europe|10/08/2015
Buchauer GmbH|Waibstadt|GERMANY|Europe|10/08/2015
Budenheimer Volksbank eG|Budenheim b Mainz|GERMANY|Europe|10/08/2015
Burkhardt Vermögensverwaltung GmbH|Asperg|GERMANY|Europe|10/08/2015
Buss Investment GmbH|Hamburg|GERMANY|Europe|10/08/2015
BV & P Vermögen AG|Kempten (Allgäu)|GERMANY|Europe|10/08/2015
BVAG Berliner Versicherung Aktiengesellschaft|Berlin|GERMANY|Europe|10/08/2015
BVV Pensionsfonds des Bankgewerbes AG|Berlin|GERMANY|Europe|10/08/2015
BVV Versicherungsverein des Bankgewerbes a.G.|Berlin|GERMANY|Europe|10/08/2015
BÄKO-ZENTRALE NORD eG|Duisburg|GERMANY|Europe|10/08/2015
BÄKO-Zentrale Süd-Deutschland eG Landeszentrale der Bäcker- und Konditorengenossenschaften in Baden-Württemberg, Bayern, Hessen, Pfalz und Saarland|Ladenburg|GERMANY|Europe|10/08/2015
Böhm Kurze Zumbrink Capital Management GmbH|Berlin|GERMANY|Europe|10/08/2015
Böhmer & Schilcher Vermögensverwaltung GmbH|Gummersbach|GERMANY|Europe|10/08/2015
Böker & Paul AG - Kanzlei für Vermögensmanagement|Montabaur|GERMANY|Europe|10/08/2015
Bürger Energie Kassel & Söhre eG|Kassel, Hess|GERMANY|Europe|10/08/2015
BürgerEnergie-Stauferland eG|Schwäbisch Gmünd|GERMANY|Europe|10/08/2015
BürgerEnergieGenossenschaft Wolfhagen eG|Wolfhagen|GERMANY|Europe|10/08/2015
Bürgschaftsbank Baden-Württemberg Gesellschaft mit beschränkter Haftung|Stuttgart|GERMANY|Europe|10/08/2015
Bürgschaftsbank Bayern GmbH|München|GERMANY|Europe|10/08/2015
Bürgschaftsbank Brandenburg GmbH|Potsdam|GERMANY|Europe|10/08/2015
Bürgschaftsbank Bremen GmbH|Bremen|GERMANY|Europe|10/08/2015
Bürgschaftsbank Hessen GmbH|Wiesbaden|GERMANY|Europe|10/08/2015
Bürgschaftsbank Mecklenburg-Vorpommern GmbH|Schwerin, Meckl|GERMANY|Europe|10/08/2015
Bürgschaftsbank Nordrhein-Westfalen GmbH Kreditgarantiegemeinschaft|Neuss|GERMANY|Europe|10/08/2015
Bürgschaftsbank Rheinland-Pfalz GmbH|Mainz a Rhein|GERMANY|Europe|10/08/2015
Bürgschaftsbank Saarland Gesellschaft mit beschränkter Haftung, Kreditgarantiegemeinschaft für Handel, Handwerk und Gewerbe|Saarbrücken|GERMANY|Europe|10/08/2015
Bürgschaftsbank Sachsen GmbH|Dresden|GERMANY|Europe|10/08/2015
Bürgschaftsbank Sachsen-Anhalt GmbH|Magdeburg|GERMANY|Europe|10/08/2015
Bürgschaftsbank Schleswig-Holstein Gesellschaft mit beschränkter Haftung|Kiel|GERMANY|Europe|10/08/2015
Bürgschaftsbank Thüringen GmbH|Erfurt|GERMANY|Europe|10/08/2015
Bürgschaftsgemeinschaft Hamburg GmbH|Hamburg|GERMANY|Europe|10/08/2015
Büttner, Kolberg & Partner - Vermögensverwalter - GmbH|Frankfurt am Main|GERMANY|Europe|10/08/2015
C.O.I.N. Lease + Rent Leasing und Miete GmbH|Köln|GERMANY|Europe|10/08/2015
C.V. Spar- & Finanzplanung, Gesellschaft zur Erstellung von Bedarfsanalysen und Vermittlung von Finanzdienstleistungen m.b.H.|Bielefeld|GERMANY|Europe|10/08/2015
CACEIS Bank Deutschland GmbH|München|GERMANY|Europe|10/08/2015
Cadogan Securities UK Limited|Oberursel|GERMANY|Europe|10/08/2015
