UTIL.LOG.EVENT|EVENT|DATE|TIME|USER|MSG|ID|CMD|URI|RETCD|SUBR|TTY|USERNO|PATH|WHO|SENTENCE|HOST|IP|PLATFORM|START|STOP|ELAPSED|PROCESS|FILE|THREAD|CREATE.DATE|ID
20210203-101458898-d2bc46c2e99e4|EXECUTE|20210203|10:14:58.02529|root|CATALOG SIENA.BP SIENA.HOMEFINANCE.HELPER|20210203-101458898-d2bc46c2e99e4|CATALOG SIENA.BP SIENA.HOMEFINANCE.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101458898-d2bc46c2e99e4
20210203-101459899-01f9b941c4a04|EXECUTE|20210203|10:14:59.02565|root|CATALOG SIENA.BP SIENA.FUNDS.CHECK.ACK|20210203-101459899-01f9b941c4a04|CATALOG SIENA.BP SIENA.FUNDS.CHECK.ACK||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-01f9b941c4a04
20210203-101459899-0a2420e36ad74|EXECUTE|20210203|10:14:59.02582|root|BASIC SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER|20210203-101459899-0a2420e36ad74|BASIC SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-0a2420e36ad74
20210203-101459899-0a51b514722e4|EXECUTE|20210203|10:14:59.02568|root|CATALOG SIENA.BP SIENA.XML.FIELD|20210203-101459899-0a51b514722e4|CATALOG SIENA.BP SIENA.XML.FIELD||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-0a51b514722e4
20210203-101459899-0bc63d27cead4|EXECUTE|20210203|10:14:59.02590|root|FORMAT SIENA.BP SIENA.CACHE_VALUE.HELPER|20210203-101459899-0bc63d27cead4|FORMAT SIENA.BP SIENA.CACHE_VALUE.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-0bc63d27cead4
20210203-101459899-0c06ab5082444|EXECUTE|20210203|10:14:59.02556|root|CATALOG SIENA.BP SIENA.DELIVER.ALL|20210203-101459899-0c06ab5082444|CATALOG SIENA.BP SIENA.DELIVER.ALL||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-0c06ab5082444
20210203-101459899-0f4fcc038fdb4|EXECUTE|20210203|10:14:59.02557|root|FORMAT SIENA.BP SIENA.CACHE_FXOFFER.HELPER|20210203-101459899-0f4fcc038fdb4|FORMAT SIENA.BP SIENA.CACHE_FXOFFER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-0f4fcc038fdb4
20210203-101459899-154310ce315f4|EXECUTE|20210203|10:14:59.02583|root|CATALOG SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER|20210203-101459899-154310ce315f4|CATALOG SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-154310ce315f4
20210203-101459899-1ce087126ec44|EXECUTE|20210203|10:14:59.02581|root|FORMAT SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER|20210203-101459899-1ce087126ec44|FORMAT SIENA.BP SIENA.CACHE_CURRENCYPAIR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-1ce087126ec44
20210203-101459899-1f6b6af81ad44|EXECUTE|20210203|10:14:59.02579|root|BASIC SIENA.BP SIENA.BC.FXSPOT|20210203-101459899-1f6b6af81ad44|BASIC SIENA.BP SIENA.BC.FXSPOT||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-1f6b6af81ad44
20210203-101459899-200fb3d6b5a84|EXECUTE|20210203|10:14:59.02577|root|CATALOG SIENA.BP SIENA.FXSP|20210203-101459899-200fb3d6b5a84|CATALOG SIENA.BP SIENA.FXSP||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-200fb3d6b5a84
20210203-101459899-31810823aa4b4|EXECUTE|20210203|10:14:59.02564|root|BASIC SIENA.BP SIENA.FUNDS.CHECK.ACK|20210203-101459899-31810823aa4b4|BASIC SIENA.BP SIENA.FUNDS.CHECK.ACK||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-31810823aa4b4
20210203-101459899-3831cd9ab08e4|EXECUTE|20210203|10:14:59.02570|root|BASIC SIENA.BP SIENA.FXREFRESH|20210203-101459899-3831cd9ab08e4|BASIC SIENA.BP SIENA.FXREFRESH||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-3831cd9ab08e4
20210203-101459899-3845a9983d724|EXECUTE|20210203|10:14:59.02571|root|CATALOG SIENA.BP SIENA.FXREFRESH|20210203-101459899-3845a9983d724|CATALOG SIENA.BP SIENA.FXREFRESH||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-3845a9983d724
20210203-101459899-3d8ce20601354|EXECUTE|20210203|10:14:59.02559|root|CATALOG SIENA.BP SIENA.CACHE_FXOFFER.HELPER|20210203-101459899-3d8ce20601354|CATALOG SIENA.BP SIENA.CACHE_FXOFFER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-3d8ce20601354
20210203-101459899-3e44d6f3ee554|EXECUTE|20210203|10:14:59.02580|root|CATALOG SIENA.BP SIENA.BC.FXSPOT|20210203-101459899-3e44d6f3ee554|CATALOG SIENA.BP SIENA.BC.FXSPOT||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-3e44d6f3ee554
20210203-101459899-449fa105bf4e4|EXECUTE|20210203|10:14:59.02563|root|FORMAT SIENA.BP SIENA.FUNDS.CHECK.ACK|20210203-101459899-449fa105bf4e4|FORMAT SIENA.BP SIENA.FUNDS.CHECK.ACK||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-449fa105bf4e4
20210203-101459899-5bcba98f387c4|EXECUTE|20210203|10:14:59.02592|root|CATALOG SIENA.BP SIENA.CACHE_VALUE.HELPER|20210203-101459899-5bcba98f387c4|CATALOG SIENA.BP SIENA.CACHE_VALUE.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-5bcba98f387c4
20210203-101459899-68cf8016ec644|EXECUTE|20210203|10:14:59.02567|root|BASIC SIENA.BP SIENA.XML.FIELD|20210203-101459899-68cf8016ec644|BASIC SIENA.BP SIENA.XML.FIELD||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-68cf8016ec644
20210203-101459899-6d237a966f494|EXECUTE|20210203|10:14:59.02573|root|BASIC SIENA.BP SIENA.TONAR|20210203-101459899-6d237a966f494|BASIC SIENA.BP SIENA.TONAR||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-6d237a966f494
20210203-101459899-7b5968cdb6734|EXECUTE|20210203|10:14:59.02558|root|BASIC SIENA.BP SIENA.CACHE_FXOFFER.HELPER|20210203-101459899-7b5968cdb6734|BASIC SIENA.BP SIENA.CACHE_FXOFFER.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-7b5968cdb6734
20210203-101459899-8090cbcf41f04|EXECUTE|20210203|10:14:59.02588|root|BASIC SIENA.BP SIENA.XML.FOOTER|20210203-101459899-8090cbcf41f04|BASIC SIENA.BP SIENA.XML.FOOTER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-8090cbcf41f04
20210203-101459899-89e02c1088ff4|EXECUTE|20210203|10:14:59.02561|root|BASIC SIENA.BP SIENA.DELIVER|20210203-101459899-89e02c1088ff4|BASIC SIENA.BP SIENA.DELIVER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-89e02c1088ff4
20210203-101459899-9bb8d4a7c0b04|EXECUTE|20210203|10:14:59.02569|root|FORMAT SIENA.BP SIENA.FXREFRESH|20210203-101459899-9bb8d4a7c0b04|FORMAT SIENA.BP SIENA.FXREFRESH||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-9bb8d4a7c0b04
20210203-101459899-a2ff5d5032bf4|EXECUTE|20210203|10:14:59.02572|root|FORMAT SIENA.BP SIENA.TONAR|20210203-101459899-a2ff5d5032bf4|FORMAT SIENA.BP SIENA.TONAR||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-a2ff5d5032bf4
20210203-101459899-a6965d6168b34|EXECUTE|20210203|10:14:59.02578|root|FORMAT SIENA.BP SIENA.BC.FXSPOT|20210203-101459899-a6965d6168b34|FORMAT SIENA.BP SIENA.BC.FXSPOT||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-a6965d6168b34
20210203-101459899-a862256667e04|EXECUTE|20210203|10:14:59.02589|root|CATALOG SIENA.BP SIENA.XML.FOOTER|20210203-101459899-a862256667e04|CATALOG SIENA.BP SIENA.XML.FOOTER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-a862256667e04
20210203-101459899-af307f87aba84|EXECUTE|20210203|10:14:59.02566|root|FORMAT SIENA.BP SIENA.XML.FIELD|20210203-101459899-af307f87aba84|FORMAT SIENA.BP SIENA.XML.FIELD||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-af307f87aba84
20210203-101459899-b51e62a4794c4|EXECUTE|20210203|10:14:59.02574|root|CATALOG SIENA.BP SIENA.TONAR|20210203-101459899-b51e62a4794c4|CATALOG SIENA.BP SIENA.TONAR||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-b51e62a4794c4
20210203-101459899-b6ba1cecd9c14|EXECUTE|20210203|10:14:59.02575|root|FORMAT SIENA.BP SIENA.FXSP|20210203-101459899-b6ba1cecd9c14|FORMAT SIENA.BP SIENA.FXSP||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-b6ba1cecd9c14
20210203-101459899-ba9ad7ad21914|EXECUTE|20210203|10:14:59.02591|root|BASIC SIENA.BP SIENA.CACHE_VALUE.HELPER|20210203-101459899-ba9ad7ad21914|BASIC SIENA.BP SIENA.CACHE_VALUE.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-ba9ad7ad21914
20210203-101459899-bfe2ac6d1afc4|EXECUTE|20210203|10:14:59.02586|root|CATALOG SIENA.BP SIENA.CACHE.UPDATE|20210203-101459899-bfe2ac6d1afc4|CATALOG SIENA.BP SIENA.CACHE.UPDATE||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-bfe2ac6d1afc4
20210203-101459899-c0c661f3f7a64|EXECUTE|20210203|10:14:59.02587|root|FORMAT SIENA.BP SIENA.XML.FOOTER|20210203-101459899-c0c661f3f7a64|FORMAT SIENA.BP SIENA.XML.FOOTER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-c0c661f3f7a64
20210203-101459899-d68fa105215e4|EXECUTE|20210203|10:14:59.02584|root|FORMAT SIENA.BP SIENA.CACHE.UPDATE|20210203-101459899-d68fa105215e4|FORMAT SIENA.BP SIENA.CACHE.UPDATE||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-d68fa105215e4
20210203-101459899-da9666c587894|EXECUTE|20210203|10:14:59.02560|root|FORMAT SIENA.BP SIENA.DELIVER|20210203-101459899-da9666c587894|FORMAT SIENA.BP SIENA.DELIVER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-da9666c587894
20210203-101459899-e0da000f77b64|EXECUTE|20210203|10:14:59.02555|root|BASIC SIENA.BP SIENA.DELIVER.ALL|20210203-101459899-e0da000f77b64|BASIC SIENA.BP SIENA.DELIVER.ALL||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-e0da000f77b64
20210203-101459899-eaddd95ed9804|EXECUTE|20210203|10:14:59.02554|root|FORMAT SIENA.BP SIENA.DELIVER.ALL|20210203-101459899-eaddd95ed9804|FORMAT SIENA.BP SIENA.DELIVER.ALL||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-eaddd95ed9804
20210203-101459899-ef000c8f32064|EXECUTE|20210203|10:14:59.02585|root|BASIC SIENA.BP SIENA.CACHE.UPDATE|20210203-101459899-ef000c8f32064|BASIC SIENA.BP SIENA.CACHE.UPDATE||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-ef000c8f32064
20210203-101459899-f03daf9857fe4|EXECUTE|20210203|10:14:59.02576|root|BASIC SIENA.BP SIENA.FXSP|20210203-101459899-f03daf9857fe4|BASIC SIENA.BP SIENA.FXSP||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-f03daf9857fe4
20210203-101459899-f77aebf5c0ea4|EXECUTE|20210203|10:14:59.02562|root|CATALOG SIENA.BP SIENA.DELIVER|20210203-101459899-f77aebf5c0ea4|CATALOG SIENA.BP SIENA.DELIVER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101459899-f77aebf5c0ea4
20210203-101500900-0a95310fa6674|EXECUTE|20210203|10:15:00.02626|root|FORMAT SIENA.BP SIENA.GIT.CHECKIN.HELPER|20210203-101500900-0a95310fa6674|FORMAT SIENA.BP SIENA.GIT.CHECKIN.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-0a95310fa6674
20210203-101500900-13ae63df5a9b4|EXECUTE|20210203|10:15:00.02603|root|BASIC SIENA.BP SIENA.RANDOMIZER.HELPER|20210203-101500900-13ae63df5a9b4|BASIC SIENA.BP SIENA.RANDOMIZER.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-13ae63df5a9b4
20210203-101500900-177c070695524|EXECUTE|20210203|10:15:00.02594|root|BASIC SIENA.BP SIENA.TBILLS|20210203-101500900-177c070695524|BASIC SIENA.BP SIENA.TBILLS||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-177c070695524
20210203-101500900-1b9353fd652f4|EXECUTE|20210203|10:15:00.02605|root|FORMAT SIENA.BP SIENA.BOESONIA.HELPER|20210203-101500900-1b9353fd652f4|FORMAT SIENA.BP SIENA.BOESONIA.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-1b9353fd652f4
20210203-101500900-27a6f42694504|EXECUTE|20210203|10:15:00.02607|root|CATALOG SIENA.BP SIENA.BOESONIA.HELPER|20210203-101500900-27a6f42694504|CATALOG SIENA.BP SIENA.BOESONIA.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-27a6f42694504
20210203-101500900-2fb66155efe04|EXECUTE|20210203|10:15:00.02611|root|FORMAT SIENA.BP SIENA.TBILLS.HELPER|20210203-101500900-2fb66155efe04|FORMAT SIENA.BP SIENA.TBILLS.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-2fb66155efe04
20210203-101500900-3c1d2715f1374|EXECUTE|20210203|10:15:00.02604|root|CATALOG SIENA.BP SIENA.RANDOMIZER.HELPER|20210203-101500900-3c1d2715f1374|CATALOG SIENA.BP SIENA.RANDOMIZER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-3c1d2715f1374
20210203-101500900-3d55111300264|EXECUTE|20210203|10:15:00.02598|root|CATALOG SIENA.BP SIENA.CACHE_USER.HELPER|20210203-101500900-3d55111300264|CATALOG SIENA.BP SIENA.CACHE_USER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-3d55111300264
20210203-101500900-426b7071686a4|EXECUTE|20210203|10:15:00.02600|root|BASIC SIENA.BP SIENA.SOFR.HELPER|20210203-101500900-426b7071686a4|BASIC SIENA.BP SIENA.SOFR.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-426b7071686a4
20210203-101500900-65c85865f3634|EXECUTE|20210203|10:15:00.02620|root|FORMAT SIENA.BP SIENA.MSSQL.INSTALL.HELPER|20210203-101500900-65c85865f3634|FORMAT SIENA.BP SIENA.MSSQL.INSTALL.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-65c85865f3634
20210203-101500900-69852922b8804|EXECUTE|20210203|10:15:00.02609|root|BASIC SIENA.BP SIENA.MM.HELPER|20210203-101500900-69852922b8804|BASIC SIENA.BP SIENA.MM.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-69852922b8804
20210203-101500900-72514e643d4e4|EXECUTE|20210203|10:15:00.02596|root|FORMAT SIENA.BP SIENA.CACHE_USER.HELPER|20210203-101500900-72514e643d4e4|FORMAT SIENA.BP SIENA.CACHE_USER.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-72514e643d4e4
20210203-101500900-79f12e7d34c54|EXECUTE|20210203|10:15:00.02614|root|FORMAT SIENA.BP SIENA.GEN.ACCOUNTS|20210203-101500900-79f12e7d34c54|FORMAT SIENA.BP SIENA.GEN.ACCOUNTS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-79f12e7d34c54
20210203-101500900-7d42ec5733044|EXECUTE|20210203|10:15:00.02595|root|CATALOG SIENA.BP SIENA.TBILLS|20210203-101500900-7d42ec5733044|CATALOG SIENA.BP SIENA.TBILLS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-7d42ec5733044
20210203-101500900-7f3bbcc67d324|EXECUTE|20210203|10:15:00.02597|root|BASIC SIENA.BP SIENA.CACHE_USER.HELPER|20210203-101500900-7f3bbcc67d324|BASIC SIENA.BP SIENA.CACHE_USER.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-7f3bbcc67d324
20210203-101500900-8cdf09f684974|EXECUTE|20210203|10:15:00.02601|root|CATALOG SIENA.BP SIENA.SOFR.HELPER|20210203-101500900-8cdf09f684974|CATALOG SIENA.BP SIENA.SOFR.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-8cdf09f684974
20210203-101500900-919e32d3c4ff4|EXECUTE|20210203|10:15:00.02616|root|CATALOG SIENA.BP SIENA.GEN.ACCOUNTS|20210203-101500900-919e32d3c4ff4|CATALOG SIENA.BP SIENA.GEN.ACCOUNTS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-919e32d3c4ff4
20210203-101500900-93822d7a07834|EXECUTE|20210203|10:15:00.02593|root|FORMAT SIENA.BP SIENA.TBILLS|20210203-101500900-93822d7a07834|FORMAT SIENA.BP SIENA.TBILLS||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-93822d7a07834
20210203-101500900-9b7ce0c464634|EXECUTE|20210203|10:15:00.02619|root|CATALOG SIENA.BP SIENA.CACHE_FXMID.HELPER|20210203-101500900-9b7ce0c464634|CATALOG SIENA.BP SIENA.CACHE_FXMID.HELPER||0|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-9b7ce0c464634
20210203-101500900-a10e1f88144f4|EXECUTE|20210203|10:15:00.02606|root|BASIC SIENA.BP SIENA.BOESONIA.HELPER|20210203-101500900-a10e1f88144f4|BASIC SIENA.BP SIENA.BOESONIA.HELPER||1|U_OS.EXECUTE|/dev/ttys002|2|/Users/matttownsend/Development/qm/dev|DEV|BCC SIENA.BP *|mercury.local|192.168.0.100|Mac||||U_OS.EXECUTE||BCC|20210203|20210203-101500900-a10e1f88144f4
